"^gspc.low","^gspc.high","^gspc.close"
4535.7900390625,4555,4536.33984375
4541.2900390625,4563.41015625,4554.64013671875
4552.419921875,4580.6201171875,4567.4599609375
4547.580078125,4582.47021484375,4566.75
4528.56005859375,4607.06982421875,4537.41015625
4564.009765625,4590.16015625,4582.22998046875
4573.14013671875,4594.22021484375,4588.9599609375
4567.52978515625,4584.6201171875,4576.72998046875
4505.75,4550.93017578125,4513.39013671875
4485.5400390625,4519.490234375,4501.89013671875
4474.5498046875,4540.33984375,4478.02978515625
4491.14990234375,4519.83984375,4518.43994140625
4464.39013671875,4503.31005859375,4499.3798828125
4461.330078125,4502.43994140625,4467.7099609375
4457.919921875,4527.3701171875,4468.830078125
4443.97998046875,4476.22998046875,4464.0498046875
4453.43994140625,4490.330078125,4489.72021484375
4432.18994140625,4478.8701171875,4437.85986328125
4403.5498046875,4449.9501953125,4404.330078125
4364.830078125,4421.169921875,4370.35986328125
4335.31005859375,4381.81982421875,4369.7099609375
4360.2998046875,4407.5498046875,4399.77001953125
4382.77001953125,4418.58984375,4387.5498046875
4396.43994140625,4443.18017578125,4436.009765625
4375.5498046875,4458.2998046875,4376.31005859375
4356.2900390625,4418.4599609375,4405.7099609375
4414.97998046875,4439.56005859375,4433.31005859375
4431.68017578125,4500.14013671875,4497.6298828125
4493.58984375,4521.64990234375,4514.8701171875
4507.39013671875,4532.259765625,4507.66015625
4501.35009765625,4541.25,4515.77001953125
4496.009765625,4514.2900390625,4496.830078125
4442.3798828125,4490.35009765625,4465.47998046875
4430.4599609375,4457.81005859375,4451.14013671875
4448.3798828125,4473.52978515625,4457.490234375
4467.89013671875,4490.77001953125,4487.4599609375
4456.830078125,4487.10986328125,4461.89990234375
4453.52001953125,4479.39013671875,4467.43994140625
4478.68994140625,4511.990234375,4505.10009765625
4447.2099609375,4497.97998046875,4450.31982421875
4442.10986328125,4466.35986328125,4453.52978515625
4416.60986328125,4449.85009765625,4443.9501953125
4401.3798828125,4461.02978515625,4402.2001953125
4329.169921875,4375.7001953125,4330
4316.490234375,4357.39990234375,4320.06005859375
4302.7001953125,4338.509765625,4337.43994140625
4265.97998046875,4313.009765625,4273.52978515625
4238.6298828125,4292.06982421875,4274.509765625
4264.3798828125,4317.27001953125,4299.7001953125
4274.85986328125,4333.14990234375,4288.0498046875
4260.2099609375,4300.580078125,4288.39013671875
4216.4501953125,4281.14990234375,4229.4501953125
4220.47998046875,4268.5,4263.75
4225.91015625,4267.1298828125,4258.18994140625
4219.5498046875,4324.10009765625,4308.5
4283.7900390625,4341.72998046875,4335.66015625
4339.64013671875,4385.4599609375,4358.240234375
4345.33984375,4378.64013671875,4376.9501953125
4325.43017578125,4385.85009765625,4349.60986328125
4311.97021484375,4377.10009765625,4327.77978515625
4342.3701171875,4383.330078125,4373.6298828125
4337.5400390625,4393.56982421875,4373.2001953125
4303.83984375,4364.2001953125,4314.60009765625
4269.68994140625,4339.5400390625,4278
4223.02978515625,4276.56005859375,4224.16015625
4189.22021484375,4255.83984375,4217.0400390625
4219.43017578125,4259.3798828125,4247.68017578125
4181.419921875,4232.419921875,4186.77001953125
4127.89990234375,4183.60009765625,4137.22998046875
4103.77978515625,4156.7001953125,4117.3701171875
4132.93994140625,4177.47021484375,4166.81982421875
4153.1201171875,4195.5498046875,4193.7998046875
4197.740234375,4245.64013671875,4237.85986328125
4268.259765625,4319.72021484375,4317.77978515625
4334.22998046875,4373.6201171875,4358.33984375
4347.52978515625,4372.2099609375,4365.97998046875
4355.41015625,4386.259765625,4378.3798828125
4359.759765625,4391.2001953125,4382.77978515625
4343.93994140625,4393.39990234375,4347.35009765625
4353.33984375,4418.02978515625,4415.240234375
4393.81982421875,4421.759765625,4411.5498046875
4458.97021484375,4508.669921875,4495.7001953125
4495.31005859375,4521.169921875,4502.8798828125
4487.830078125,4511.990234375,4508.240234375
4499.66015625,4520.1201171875,4514.02001953125
4510.35986328125,4557.10986328125,4547.3798828125
4525.509765625,4542.14013671875,4538.18994140625
4545.0498046875,4568.43017578125,4556.6201171875
4552.7998046875,4560.31005859375,4559.33984375
4546.31982421875,4560.52001953125,4550.43017578125
4540.509765625,4568.14013671875,4554.89013671875
4547.14990234375,4587.64013671875,4550.580078125
4537.240234375,4569.89013671875,4567.7998046875
4554.7099609375,4599.39013671875,4594.6298828125
4546.72021484375,4572.3701171875,4569.77978515625
4551.68017578125,4578.56005859375,4567.18017578125
4546.5,4590.740234375,4549.33984375
4565.22021484375,4590.919921875,4585.58984375
4574.06005859375,4609.22998046875,4604.3701171875
4593.39013671875,4623.7099609375,4622.43994140625
4608.08984375,4643.93017578125,4643.7001953125
4643.22998046875,4709.68994140625,4707.08984375
4694.33984375,4738.56982421875,4719.5498046875
4704.68994140625,4725.52978515625,4719.18994140625
4725.580078125,4749.52001953125,4740.56005859375
4743.72021484375,4768.68994140625,4768.3701171875
4697.81982421875,4778.009765625,4698.35009765625
4708.35009765625,4748.7099609375,4746.75
4736.77001953125,4772.93994140625,4754.6298828125
4758.4501953125,4784.72021484375,4774.75
4768.89990234375,4785.39013671875,4781.580078125
4780.97998046875,4793.2998046875,4783.35009765625
4751.990234375,4788.43017578125,4769.830078125
4722.669921875,4754.330078125,4742.830078125
4699.7099609375,4729.2900390625,4704.81005859375
4687.52978515625,4726.77978515625,4688.68017578125
4682.10986328125,4721.490234375,4697.240234375
4699.81982421875,4764.5400390625,4763.5400390625
4730.35009765625,4765.47021484375,4756.5
4756.2001953125,4790.7998046875,4783.4501953125
4739.580078125,4798.5,4780.240234375
4768.97998046875,4802.39990234375,4783.830078125
4747.1201171875,4782.33984375,4765.97998046875
4714.81982421875,4744.22998046875,4739.2099609375
4740.56982421875,4785.7900390625,4780.93994140625
4785.8701171875,4842.06982421875,4839.81005859375
4844.0498046875,4868.41015625,4850.43017578125
4844.3701171875,4866.47998046875,4864.60009765625
4865.93994140625,4903.68017578125,4868.5498046875
4869.33984375,4898.14990234375,4894.16015625
4881.47021484375,4906.68994140625,4890.97021484375
4887.39990234375,4929.31005859375,4927.93017578125
4916.27001953125,4931.08984375,4924.97021484375
4845.14990234375,4906.75,4845.64990234375
4853.52001953125,4906.97021484375,4906.18994140625
4907.990234375,4975.2900390625,4958.60986328125
4918.08984375,4957.18994140625,4942.81005859375
4934.8798828125,4957.77001953125,4954.22998046875
4969.0498046875,4999.89013671875,4995.06005859375
4987.08984375,5000.39990234375,4997.91015625
5000.33984375,5030.06005859375,5026.60986328125
5016.830078125,5048.39013671875,5021.83984375
4920.31005859375,4971.2998046875,4953.169921875
4956.4501953125,5002.52001953125,5000.6201171875
4999.43994140625,5032.72021484375,5029.72998046875
4999.52001953125,5038.7001953125,5005.56982421875
4955.02001953125,4993.7099609375,4975.509765625
4946,4983.2099609375,4981.7998046875
5038.830078125,5094.39013671875,5087.02978515625
5081.4599609375,5111.06005859375,5088.7998046875
5068.91015625,5097.66015625,5069.52978515625
5057.2900390625,5080.68994140625,5078.18017578125
5058.35009765625,5077.3701171875,5069.759765625
5061.89013671875,5104.990234375,5096.27001953125
5094.16015625,5140.330078125,5137.080078125
5127.18017578125,5149.669921875,5130.9501953125
5056.81982421875,5114.5400390625,5078.64990234375
5092.22021484375,5127.97021484375,5104.759765625
5128.2099609375,5165.6201171875,5157.35986328125
5117.5,5189.259765625,5123.68994140625
5091.14013671875,5124.66015625,5117.93994140625
5114.47998046875,5179.8701171875,5175.27001953125
5151.8798828125,5179.14013671875,5165.31005859375
5123.2998046875,5176.85009765625,5150.47998046875
5104.35009765625,5136.85986328125,5117.08984375
5145.47021484375,5175.60009765625,5149.419921875
5131.58984375,5180.31005859375,5178.509765625
5171.5498046875,5226.18994140625,5224.6201171875
5240.66015625,5261.10009765625,5241.52978515625
5229.8701171875,5246.08984375,5234.18017578125
5216.08984375,5229.08984375,5218.18994140625
5203.419921875,5235.16015625,5203.580078125
5213.919921875,5249.259765625,5248.490234375
5245.81982421875,5264.85009765625,5254.35009765625
5229.2001953125,5263.9501953125,5243.77001953125
5184.0498046875,5208.33984375,5205.81005859375
5194.3701171875,5228.75,5211.490234375
5146.06005859375,5256.58984375,5147.2099609375
5157.2099609375,5222.18017578125,5204.33984375
5197.35009765625,5219.56982421875,5202.39013671875
5160.77978515625,5224.81005859375,5209.91015625
5138.7001953125,5178.43017578125,5160.64013671875
5138.77001953125,5211.77978515625,5199.06005859375
5107.93994140625,5175.02978515625,5123.41015625
5052.47021484375,5168.43017578125,5061.81982421875
5039.830078125,5079.83984375,5051.41015625
5007.25,5077.9599609375,5022.2099609375
5001.89013671875,5056.66015625,5011.1201171875
4953.56005859375,5019.02001953125,4967.22998046875
4969.39990234375,5038.83984375,5010.60009765625
5027.9599609375,5076.1201171875,5070.5498046875
5047.02001953125,5089.47998046875,5071.6298828125
4990.580078125,5057.75,5048.419921875
5073.14013671875,5114.6201171875,5099.9599609375
5088.64990234375,5123.490234375,5116.169921875
5035.31005859375,5110.830078125,5035.68994140625
5013.4501953125,5096.1201171875,5018.39013671875
5011.0498046875,5073.2099609375,5064.2001953125
5101.22021484375,5139.1201171875,5127.7900390625
5142.419921875,5181,5180.740234375
5178.9599609375,5200.22998046875,5187.7001953125
5165.85986328125,5191.9501953125,5187.669921875
5180.41015625,5215.2998046875,5214.080078125
5209.68017578125,5239.66015625,5222.68017578125
5211.16015625,5237.259765625,5221.419921875
5217.97998046875,5250.3701171875,5246.68017578125
5263.259765625,5311.759765625,5308.14990234375
5296.18994140625,5325.490234375,5297.10009765625
5283.58984375,5305.4501953125,5303.27001953125
5302.39990234375,5325.31982421875,5308.1298828125
5297.8701171875,5324.31982421875,5321.41015625
5286.009765625,5323.18017578125,5307.009765625
5256.93017578125,5341.8798828125,5267.83984375
5278.39013671875,5311.64990234375,5304.72021484375
5280.89013671875,5315.91015625,5306.0400390625
5262.7001953125,5282.27001953125,5266.9501953125
5222.10009765625,5260.2099609375,5235.47998046875
5191.68017578125,5280.330078125,5277.509765625
5234.31982421875,5302.10986328125,5283.39990234375
5257.6298828125,5298.7998046875,5291.33984375
5297.64013671875,5354.16015625,5354.02978515625
5335.35986328125,5362.35009765625,5352.9599609375
5331.330078125,5375.080078125,5346.990234375
5331.52001953125,5365.7900390625,5360.7900390625
5327.25,5375.9501953125,5375.31982421875
5409.1298828125,5447.25,5421.02978515625
5402.509765625,5441.93017578125,5433.740234375
5403.75,5432.39013671875,5431.60009765625
5420.39990234375,5488.5,5473.22998046875
5471.31982421875,5490.3798828125,5487.02978515625
5455.56005859375,5505.52978515625,5473.169921875
5452.02978515625,5478.31005859375,5464.6201171875
5447.58984375,5490.66015625,5447.8701171875
5446.56005859375,5472.8798828125,5469.2998046875
5451.8701171875,5483.14013671875,5477.89990234375
5467.5400390625,5490.81005859375,5482.8701171875
5451.1201171875,5523.64013671875,5460.47998046875
5446.52978515625,5479.5498046875,5475.08984375
5458.43017578125,5509.68994140625,5509.009765625
5507.419921875,5539.27001953125,5537.02001953125
5531.6298828125,5570.330078125,5567.18994140625
5562.509765625,5583.10986328125,5572.85009765625
5574.56982421875,5590.75,5576.97998046875
5586.43994140625,5635.39013671875,5633.91015625
5576.52978515625,5642.4501953125,5584.5400390625
5590.43994140625,5655.56005859375,5615.35009765625
5614.75,5666.93994140625,5631.22021484375
5639.02001953125,5669.669921875,5667.2001953125
5584.81005859375,5622.490234375,5588.27001953125
5522.81005859375,5614.0498046875,5544.58984375
5497.0400390625,5557.5,5505
5529.0400390625,5570.35986328125,5564.41015625
5550.89990234375,5585.33984375,5555.740234375
5419.97998046875,5508.0400390625,5427.1298828125
5390.9501953125,5491.58984375,5399.22021484375
5430.7001953125,5488.31982421875,5459.10009765625
5444.43994140625,5487.740234375,5463.5400390625
5401.7001953125,5489.4599609375,5436.43994140625
5493.75,5551.509765625,5522.2998046875
5410.419921875,5566.16015625,5446.68017578125
5302.02978515625,5383.89013671875,5346.56005859375
5119.259765625,5250.89013671875,5186.330078125
5193.56005859375,5312.33984375,5240.02978515625
5195.5400390625,5330.64013671875,5199.5
5233.85009765625,5328.02978515625,5319.31005859375
5300.83984375,5358.669921875,5344.16015625
5324.3701171875,5371.2001953125,5344.39013671875
5376.97998046875,5436.5,5434.43017578125
5415.91015625,5463.22021484375,5455.2099609375
5501.1298828125,5546.22998046875,5543.22021484375
5525.169921875,5561.97998046875,5554.25
5550.740234375,5608.2998046875,5608.25
5585.5,5620.509765625,5597.1201171875
5591.56982421875,5632.68017578125,5620.85009765625
5560.9501953125,5643.22021484375,5570.64013671875
5585.16015625,5641.81982421875,5634.60986328125
5602.33984375,5651.6201171875,5616.83984375
5593.47998046875,5631.18017578125,5625.7998046875
5560.9501953125,5627.02978515625,5592.18017578125
5583.7099609375,5646.9501953125,5591.9599609375
5581.7900390625,5651.3701171875,5648.39990234375
5504.330078125,5623.89013671875,5528.93017578125
5503.66015625,5552.990234375,5520.06982421875
5480.5400390625,5546.2998046875,5503.41015625
5402.6201171875,5522.47021484375,5408.419921875
5434.490234375,5484.2001953125,5471.0498046875
5441.72021484375,5497.91015625,5495.52001953125
5406.9599609375,5560.41015625,5554.1298828125
5535.5,5600.7099609375,5595.759765625
5601.64990234375,5636.27001953125,5626.02001953125
5604.52978515625,5636.0498046875,5633.08984375
5614.0498046875,5670.81005859375,5634.580078125
5615.080078125,5689.75,5618.259765625
5686.419921875,5733.56982421875,5713.64013671875
5674.490234375,5715.14013671875,5702.5498046875
5704.22021484375,5725.35986328125,5718.56982421875
5698.990234375,5735.31982421875,5732.93017578125
5712.06005859375,5741.02978515625,5722.259765625
5721.009765625,5767.3701171875,5745.3701171875
5727.33984375,5763.77978515625,5738.169921875
5703.52978515625,5765.14013671875,5762.47998046875
5681.27978515625,5757.72998046875,5708.75
5674,5719.6298828125,5709.5400390625
5677.3701171875,5718.77978515625,5699.93994140625
5702.830078125,5753.2099609375,5751.06982421875
5686.85009765625,5739.33984375,5695.93994140625
5714.56005859375,5757.60009765625,5751.1298828125
5745.02001953125,5796.7998046875,5792.0400390625
5764.759765625,5795.02978515625,5780.0498046875
5775.08984375,5822.1298828125,5815.02978515625
5829.56982421875,5871.41015625,5859.85009765625
5804.47998046875,5870.35986328125,5815.259765625
5808.33984375,5846.52001953125,5842.47021484375
5840.25,5878.4599609375,5841.47021484375
5846.10986328125,5872.169921875,5864.669921875
5824.7900390625,5866.919921875,5853.97998046875
5821.169921875,5863.0400390625,5851.2001953125
5762.41015625,5834.85009765625,5797.419921875
5784.919921875,5817.7998046875,5809.85986328125
5799.97998046875,5862.81982421875,5808.1201171875
5823.080078125,5842.919921875,5823.52001953125
5802.169921875,5847.18994140625,5832.919921875
5811.27978515625,5850.93994140625,5813.669921875
5702.85986328125,5775.33984375,5705.4501953125
5723.22021484375,5772.52001953125,5728.7998046875
5696.509765625,5741.43017578125,5712.68994140625
5722.10009765625,5783.43994140625,5782.759765625
5864.89013671875,5936.14013671875,5929.0400390625
5947.2099609375,5983.83984375,5973.10009765625
5976.759765625,6012.4501953125,5995.5400390625
5986.68994140625,6017.31005859375,6001.35009765625
5960.080078125,6009.919921875,5983.990234375
5965.91015625,6008.18994140625,5985.3798828125
5942.27978515625,5993.8798828125,5949.169921875
5853.009765625,5915.31982421875,5870.6201171875
5865.9501953125,5908.1201171875,5893.6201171875
5855.2900390625,5923.509765625,5916.97998046875
5860.56005859375,5920.669921875,5917.10986328125
5887.259765625,5963.31982421875,5948.7099609375
5944.35986328125,5972.89990234375,5969.33984375
5963.91015625,6020.75,5987.3701171875
5992.27001953125,6025.419921875,6021.6298828125
5984.8701171875,6020.16015625,5998.740234375
6003.97998046875,6044.169921875,6032.3798828125
6035.330078125,6053.580078125,6047.14990234375
6033.39013671875,6052.06982421875,6049.8798828125
6061.06005859375,6089.83984375,6086.490234375
6072.89990234375,6094.5498046875,6075.10986328125
6079.97998046875,6099.97021484375,6090.27001953125
6048.6298828125,6088.509765625,6052.85009765625
6029.89013671875,6065.39990234375,6034.91015625
6060.14990234375,6092.58984375,6084.18994140625
6051.25,6079.68017578125,6051.25
6035.77001953125,6078.580078125,6051.08984375
6059.14013671875,6085.18994140625,6074.080078125
6035.18994140625,6057.68017578125,6050.60986328125
5867.7900390625,6070.669921875,5872.16015625
5866.06982421875,5935.52001953125,5867.080078125
5832.2998046875,5982.06005859375,5930.85009765625
5902.56982421875,5978.25,5974.06982421875
5981.43994140625,6040.10009765625,6040.0400390625
6007.3701171875,6049.75,6037.58984375
5932.9501953125,6006.169921875,5970.83984375
5869.16015625,5940.7900390625,5906.93994140625
5868.85986328125,5929.740234375,5881.6298828125
5829.52978515625,5935.08984375,5868.5498046875
5888.66015625,5949.33984375,5942.47021484375
5960.009765625,6021.0400390625,5975.3798828125
5890.68017578125,6000.68017578125,5909.02978515625
5874.77978515625,5927.89013671875,5918.25
5807.77978515625,5890.35009765625,5827.0400390625
5773.31005859375,5838.60986328125,5836.22021484375
5805.419921875,5871.919921875,5842.91015625
5905.2099609375,5960.60986328125,5949.91015625
5930.72021484375,5964.68994140625,5937.33984375
5978.43994140625,6014.9599609375,5996.66015625
6006.8798828125,6051.509765625,6049.240234375
6076.1298828125,6100.81005859375,6086.3701171875
6074.669921875,6118.72998046875,6118.7099609375
6088.740234375,6128.18017578125,6101.240234375
5962.919921875,6017.169921875,6012.27978515625
5994.6298828125,6074.5400390625,6067.7001953125
6012.9599609375,6062.830078125,6039.31005859375
6027.4599609375,6086.64013671875,6071.169921875
6030.93017578125,6120.91015625,6040.52978515625
5923.93017578125,6022.1298828125,5994.56982421875
5990.8701171875,6042.47998046875,6037.8798828125
6007.06005859375,6062.85986328125,6061.47998046875
6046.830078125,6084.02978515625,6083.56982421875
6019.9599609375,6101.27978515625,6025.990234375
6044.83984375,6073.3798828125,6066.43994140625
6042.33984375,6076.27978515625,6068.5
6003,6063,6051.97021484375
6050.9501953125,6116.91015625,6115.06982421875
6107.6201171875,6127.47021484375,6114.6298828125
6099.509765625,6129.6298828125,6129.580078125
6111.14990234375,6147.43017578125,6144.14990234375
6084.58984375,6134.5,6117.52001953125
6008.56005859375,6114.81982421875,6013.1298828125
5977.830078125,6043.64990234375,5983.25
5908.490234375,5992.64990234375,5955.25
5932.68994140625,6009.81982421875,5956.06005859375
5858.77978515625,5993.68994140625,5861.56982421875
5837.66015625,5959.39990234375,5954.5
5810.91015625,5986.08984375,5849.72021484375
5732.58984375,5865.080078125,5778.14990234375
5742.35009765625,5860.58984375,5842.6298828125
5711.64013671875,5812.080078125,5738.52001953125
5666.2900390625,5783.009765625,5770.2001953125
5564.02001953125,5705.3701171875,5614.56005859375
5528.41015625,5636.2998046875,5572.06982421875
5546.08984375,5642.18994140625,5599.2998046875
5504.64990234375,5597.77978515625,5521.52001953125
5563.85009765625,5645.27001953125,5638.93994140625
5631.1201171875,5703.52001953125,5675.1201171875
5597.759765625,5654.52978515625,5614.66015625
5622.2001953125,5715.330078125,5675.2900390625
5632.330078125,5711.14990234375,5662.89013671875
5603.10009765625,5670.83984375,5667.56005859375
5718.080078125,5775.14013671875,5767.56982421875
5760.419921875,5786.9501953125,5776.64990234375
5694.41015625,5783.6201171875,5712.2001953125
5670.93994140625,5732.27978515625,5693.31005859375
5572.419921875,5685.89013671875,5580.93994140625
5488.72998046875,5627.56005859375,5611.85009765625
5558.52001953125,5650.56982421875,5633.06982421875
5571.47998046875,5695.31005859375,5670.97021484375
5390.830078125,5499.52978515625,5396.52001953125
5069.89990234375,5292.14013671875,5074.080078125
4835.0400390625,5246.56982421875,5062.25
4910.419921875,5267.47021484375,4982.77001953125
4948.43017578125,5481.33984375,5456.89990234375
5115.27001953125,5353.14990234375,5268.0498046875
5220.77001953125,5381.4599609375,5363.35986328125
5358.02001953125,5459.4599609375,5405.97021484375
5386.43994140625,5450.41015625,5396.6298828125
5220.7900390625,5367.240234375,5275.7001953125
5255.580078125,5328.31005859375,5282.7001953125
5101.6298828125,5232.93994140625,5158.2001953125
5207.669921875,5309.60986328125,5287.759765625
5356.169921875,5469.68994140625,5375.85986328125
5371.9599609375,5489.39990234375,5484.77001953125
5455.85986328125,5528.10986328125,5525.2099609375
5468.64013671875,5553.66015625,5528.75
5505.7001953125,5571.9501953125,5560.830078125
5433.240234375,5581.83984375,5569.06005859375
5597.35009765625,5658.91015625,5604.14013671875
5642.27978515625,5700.7001953125,5686.669921875
5634.47998046875,5683.3798828125,5650.3798828125
5586.0400390625,5649.580078125,5606.91015625
5578.64013671875,5654.72998046875,5631.27978515625
5635.3798828125,5720.10009765625,5663.93994140625
5644.14990234375,5691.68994140625,5659.91015625
5786.080078125,5845.3701171875,5844.18994140625
5845.02001953125,5906.64013671875,5886.5498046875
5872.10986328125,5906.5498046875,5892.580078125
5865.16015625,5924.2099609375,5916.93017578125
5907.35986328125,5958.6201171875,5958.3798828125
5895.68994140625,5968.60986328125,5963.60009765625
5909.259765625,5953.06005859375,5940.4599609375
5830.91015625,5938.3701171875,5844.60986328125
5825.81982421875,5878.080078125,5842.009765625
5767.41015625,5829.509765625,5802.81982421875
5854.06982421875,5924.330078125,5921.5400390625
5881.8798828125,5939.919921875,5888.5498046875
5873.7998046875,5943.1298828125,5912.169921875
5843.66015625,5922.14013671875,5911.68994140625
5861.43017578125,5937.39990234375,5935.93994140625
5929,5981.35009765625,5970.3701171875
5966.10986328125,5990.47998046875,5970.81005859375
